Trade,Open Time,Order,Close Time,Open Price,Close Price,Return ($),Balance,Return (Pips),Trade Classification
222,8/23/2012 13:00,Buy,8/23/2012 14:00,0.81451,0.81365,($9.60),"$10,178.70 ",-8.6,Losing
223,8/23/2012 17:00,Buy,8/23/2012 17:00,0.8119,0.81246,$4.60 ,"$10,183.30 ",5.6,Winning
224,8/23/2012 19:00,Buy,8/23/2012 19:00,0.81199,0.81259,$5.00 ,"$10,188.30 ",6,Winning
225,8/27/2012 11:00,Buy,8/27/2012 11:00,0.80894,0.80958,$5.40 ,"$10,193.70 ",6.4,Winning
226,8/27/2012 20:00,Sell,8/27/2012 20:00,0.80823,0.80584,$22.90 ,"$10,216.60 ",23.9,Winning
227,8/27/2012 21:00,Buy,8/27/2012 21:00,0.80584,0.80652,$5.80 ,"$10,222.40 ",6.8,Winning
228,8/28/2012 10:00,Buy,8/28/2012 10:00,0.80508,0.80595,$7.70 ,"$10,230.10 ",8.7,Winning
229,8/28/2012 12:00,Sell,8/28/2012 12:00,0.80553,0.80518,$2.50 ,"$10,232.60 ",3.5,Neutral
230,8/28/2012 15:00,Buy,8/28/2012 15:00,0.80333,0.80452,$10.90 ,"$10,243.50 ",11.9,Winning
231,8/29/2012 5:00,Buy,8/29/2012 5:00,0.80166,0.80202,$2.60 ,"$10,246.10 ",3.6,Neutral
232,8/29/2012 15:00,Buy,8/29/2012 15:00,0.80179,0.80088,($10.10),"$10,236.00 ",-9.1,Losing
233,8/30/2012 11:00,Sell,8/30/2012 11:00,0.79901,0.79853,$3.80 ,"$10,239.80 ",4.8,Neutral
234,9/3/2012 9:00,Buy,9/3/2012 11:00,0.79752,0.7974,($2.20),"$10,237.60 ",-1.2,Neutral
235,9/3/2012 12:00,Sell,9/3/2012 14:00,0.7974,0.79727,$0.30 ,"$10,237.90 ",1.3,Neutral
236,9/4/2012 9:00,Buy,9/4/2012 9:00,0.79321,0.79391,$6.00 ,"$10,243.90 ",7,Winning
237,9/4/2012 10:00,Sell,9/4/2012 10:00,0.79391,0.79248,$13.30 ,"$10,257.20 ",14.3,Winning
238,9/4/2012 11:00,Buy,9/4/2012 11:00,0.79248,0.79382,$12.40 ,"$10,269.60 ",13.4,Winning
239,9/6/2012 2:00,Sell,9/6/2012 2:00,0.7969,0.79669,$1.10 ,"$10,270.70 ",2.1,Neutral
240,9/6/2012 7:00,Sell,9/6/2012 7:00,0.79767,0.7973,$2.70 ,"$10,273.40 ",3.7,Neutral
241,9/6/2012 19:00,Buy,9/6/2012 19:00,0.80054,0.80058,($0.60),"$10,272.80 ",0.4,Neutral
242,9/7/2012 7:00,Buy,9/7/2012 7:00,0.80244,0.80425,$17.10 ,"$10,289.90 ",18.1,Winning
243,9/10/2012 13:00,Sell,9/10/2012 13:00,0.80972,0.80919,$4.30 ,"$10,294.20 ",5.3,Winning
244,9/10/2012 14:00,Buy,9/10/2012 16:00,0.80919,0.80775,($15.40),"$10,278.80 ",-14.4,Losing
245,9/11/2012 4:00,Sell,9/11/2012 4:00,0.81159,0.81278,($12.90),"$10,265.90 ",-11.9,Losing
246,9/12/2012 19:00,Sell,9/12/2012 19:00,0.82084,0.8201,$6.40 ,"$10,272.30 ",7.4,Winning
247,9/12/2012 22:00,Sell,9/12/2012 22:00,0.82122,0.82133,($2.10),"$10,270.20 ",-1.1,Neutral
248,9/13/2012 3:00,Buy,9/13/2012 3:00,0.82019,0.81994,($3.50),"$10,266.70 ",-2.5,Neutral
249,9/13/2012 6:00,Sell,9/13/2012 6:00,0.82042,0.82139,($10.70),"$10,256.00 ",-9.7,Losing
250,9/13/2012 8:00,Sell,9/13/2012 8:00,0.82309,0.82352,($5.30),"$10,250.70 ",-4.3,Neutral
251,9/14/2012 15:00,Buy,9/14/2012 15:00,0.82897,0.82972,$6.50 ,"$10,257.20 ",7.5,Winning
252,9/16/2012 19:00,Sell,9/16/2012 19:00,0.82902,0.8285,$4.20 ,"$10,261.40 ",5.2,Winning
253,9/16/2012 20:00,Buy,9/16/2012 20:00,0.8285,0.82882,$2.20 ,"$10,263.60 ",3.2,Neutral
254,9/16/2012 23:00,Buy,9/16/2012 23:00,0.82763,0.82773,$0.00 ,"$10,263.60 ",1,Neutral
255,9/17/2012 2:00,Sell,9/17/2012 2:00,0.82814,0.82781,$2.30 ,"$10,265.90 ",3.3,Neutral
256,9/20/2012 4:00,Sell,9/20/2012 4:00,0.82287,0.82345,($6.80),"$10,259.10 ",-5.8,Losing
257,9/21/2012 5:00,Sell,9/21/2012 5:00,0.83248,0.83244,($0.60),"$10,258.50 ",0.4,Neutral
258,9/21/2012 11:00,Buy,9/21/2012 12:00,0.83049,0.83006,($5.30),"$10,253.20 ",-4.3,Neutral
259,9/24/2012 7:00,Buy,9/24/2012 7:00,0.82069,0.82099,$2.00 ,"$10,255.20 ",3,Neutral
260,9/24/2012 14:00,Buy,9/24/2012 14:00,0.81978,0.8217,$18.20 ,"$10,273.40 ",19.2,Winning
261,9/24/2012 17:00,Sell,9/24/2012 17:00,0.82272,0.82238,$2.40 ,"$10,275.80 ",3.4,Neutral
262,9/24/2012 22:00,Sell,9/24/2012 22:00,0.823,0.82361,($7.10),"$10,268.70 ",-6.1,Losing
263,9/25/2012 22:00,Sell,9/25/2012 22:00,0.81972,0.81896,$6.60 ,"$10,275.30 ",7.6,Winning
264,9/25/2012 23:00,Buy,9/25/2012 23:00,0.81896,0.82032,$12.60 ,"$10,287.90 ",13.6,Winning
265,9/26/2012 2:00,Sell,9/26/2012 2:00,0.81932,0.81994,($7.20),"$10,280.70 ",-6.2,Losing
266,9/26/2012 13:00,Sell,9/26/2012 13:00,0.8239,0.82325,$5.50 ,"$10,286.20 ",6.5,Winning
267,9/28/2012 7:00,Buy,9/28/2012 7:00,0.83085,0.83271,$17.60 ,"$10,303.80 ",18.6,Winning
268,9/28/2012 10:00,Buy,9/28/2012 10:00,0.82908,0.83058,$14.00 ,"$10,317.80 ",15,Winning
269,9/28/2012 15:00,Buy,9/28/2012 15:00,0.82826,0.82865,$2.90 ,"$10,320.70 ",3.9,Neutral
270,9/30/2012 18:00,Sell,9/30/2012 18:00,0.82856,0.82787,$5.90 ,"$10,326.60 ",6.9,Winning
271,9/30/2012 19:00,Buy,9/30/2012 19:00,0.82787,0.82737,($6.00),"$10,320.60 ",-5,Neutral
272,10/1/2012 5:00,Sell,10/1/2012 5:00,0.83167,0.83042,$11.50 ,"$10,332.10 ",12.5,Winning
273,10/2/2012 22:00,Sell,10/2/2012 22:00,0.82431,0.82285,$13.60 ,"$10,345.70 ",14.6,Winning
274,10/3/2012 3:00,Buy,10/3/2012 5:00,0.8211,0.82233,$11.30 ,"$10,357.00 ",12.3,Winning
275,10/3/2012 10:00,Buy,10/3/2012 10:00,0.81968,0.8198,$0.20 ,"$10,357.20 ",1.2,Neutral
276,10/3/2012 14:00,Buy,10/3/2012 15:00,0.81874,0.81821,($6.30),"$10,350.90 ",-5.3,Losing
277,10/4/2012 5:00,Buy,10/4/2012 5:00,0.8198,0.82035,$4.50 ,"$10,355.40 ",5.5,Winning
278,10/4/2012 10:00,Buy,10/4/2012 10:00,0.81752,0.81961,$19.90 ,"$10,375.30 ",20.9,Winning
279,10/5/2012 12:00,Buy,10/5/2012 12:00,0.82286,0.8223,($6.60),"$10,368.70 ",-5.6,Losing
280,10/5/2012 14:00,Buy,10/5/2012 14:00,0.81937,0.81681,($26.60),"$10,342.10 ",-25.6,Losing
281,10/7/2012 17:00,Sell,10/7/2012 18:00,0.8175,0.81756,($1.60),"$10,340.50 ",-0.6,Neutral
282,10/7/2012 21:00,Sell,10/7/2012 21:00,0.81938,0.81774,$15.40 ,"$10,355.90 ",16.4,Winning
283,10/12/2012 4:00,Sell,10/12/2012 4:00,0.82077,0.81936,$13.10 ,"$10,369.00 ",14.1,Winning
284,10/14/2012 19:00,Buy,10/14/2012 20:00,0.81495,0.81364,($14.10),"$10,354.90 ",-13.1,Losing
285,10/16/2012 8:00,Sell,10/16/2012 8:00,0.81494,0.81411,$7.30 ,"$10,362.20 ",8.3,Winning
286,10/16/2012 16:00,Sell,10/16/2012 17:00,0.81378,0.81697,($32.90),"$10,329.30 ",-31.9,Losing
287,10/17/2012 10:00,Sell,10/17/2012 10:00,0.82207,0.82127,$7.00 ,"$10,336.30 ",8,Winning
288,10/17/2012 19:00,Buy,10/17/2012 19:00,0.82093,0.82148,$4.50 ,"$10,340.80 ",5.5,Winning
289,10/19/2012 14:00,Sell,10/19/2012 14:00,0.81612,0.81573,$2.90 ,"$10,343.70 ",3.9,Neutral
290,10/21/2012 19:00,Sell,10/21/2012 19:00,0.81533,0.81538,($1.50),"$10,342.20 ",-0.5,Neutral
291,10/22/2012 1:00,Sell,10/22/2012 1:00,0.81837,0.81835,($0.80),"$10,341.40 ",0.2,Neutral
292,10/23/2012 9:00,Buy,10/23/2012 9:00,0.8115,0.81214,$5.40 ,"$10,346.80 ",6.4,Winning
293,10/23/2012 12:00,Sell,10/23/2012 12:00,0.81124,0.8119,($7.60),"$10,339.20 ",-6.6,Losing
294,10/24/2012 7:00,Sell,10/24/2012 7:00,0.81429,0.81437,($1.80),"$10,337.40 ",-0.8,Neutral
295,10/24/2012 21:00,Sell,10/24/2012 21:00,0.82211,0.82269,($6.80),"$10,330.60 ",-5.8,Losing
296,10/25/2012 11:00,Buy,10/25/2012 11:00,0.82165,0.82074,($10.10),"$10,320.50 ",-9.1,Losing
297,10/26/2012 1:00,Buy,10/26/2012 1:00,0.81775,0.81779,($0.60),"$10,319.90 ",0.4,Neutral
298,10/26/2012 8:00,Sell,10/26/2012 8:00,0.82013,0.82148,($14.50),"$10,305.40 ",-13.5,Losing
299,11/1/2012 21:00,Sell,11/1/2012 21:00,0.82658,0.82696,($4.80),"$10,300.60 ",-3.8,Neutral
300,11/6/2012 7:00,Sell,11/6/2012 7:00,0.82768,0.82783,($2.50),"$10,298.10 ",-1.5,Neutral
301,11/6/2012 11:00,Buy,11/6/2012 11:00,0.82656,0.82746,$8.00 ,"$10,306.10 ",9,Winning
302,11/7/2012 21:00,Buy,11/7/2012 21:00,0.81736,0.81744,($0.20),"$10,305.90 ",0.8,Neutral
303,11/11/2012 17:00,Buy,11/11/2012 17:00,0.814,0.81463,$5.30 ,"$10,311.20 ",6.3,Winning
304,11/12/2012 21:00,Buy,11/12/2012 21:00,0.81657,0.81688,$2.10 ,"$10,313.30 ",3.1,Neutral
305,11/14/2012 23:00,Sell,11/14/2012 23:00,0.8123,0.81191,$2.90 ,"$10,316.20 ",3.9,Neutral
306,11/20/2012 4:00,Buy,11/20/2012 4:00,0.81697,0.81652,($5.50),"$10,310.70 ",-4.5,Neutral
307,11/20/2012 8:00,Buy,11/20/2012 8:00,0.81608,0.81624,$0.60 ,"$10,311.30 ",1.6,Neutral
308,11/20/2012 11:00,Buy,11/20/2012 11:00,0.81504,0.81517,$0.30 ,"$10,311.60 ",1.3,Neutral
309,11/21/2012 12:00,Buy,11/21/2012 12:00,0.81147,0.81263,$10.60 ,"$10,322.20 ",11.6,Winning
310,11/21/2012 15:00,Sell,11/21/2012 15:00,0.8136,0.8135,$0.00 ,"$10,322.20 ",1,Neutral
311,11/23/2012 13:00,Sell,11/23/2012 13:00,0.82476,0.82428,$3.80 ,"$10,326.00 ",4.8,Neutral
312,11/25/2012 17:00,Buy,11/25/2012 17:00,0.82329,0.82397,$5.80 ,"$10,331.80 ",6.8,Winning
313,11/26/2012 4:00,Buy,11/26/2012 4:00,0.82288,0.82254,($4.40),"$10,327.40 ",-3.4,Neutral
314,11/26/2012 8:00,Buy,11/26/2012 8:00,0.82198,0.82276,$6.80 ,"$10,334.20 ",7.8,Winning
315,11/27/2012 23:00,Sell,11/27/2012 23:00,0.82122,0.82151,($3.90),"$10,330.30 ",-2.9,Neutral
316,11/28/2012 9:00,Buy,11/28/2012 9:00,0.81965,0.8206,$8.50 ,"$10,338.80 ",9.5,Winning
317,11/28/2012 13:00,Sell,11/28/2012 13:00,0.82359,0.82347,$0.20 ,"$10,339.00 ",1.2,Neutral
318,11/28/2012 15:00,Sell,11/28/2012 15:00,0.82352,0.82372,($3.00),"$10,336.00 ",-2,Neutral
319,11/29/2012 9:00,Buy,11/29/2012 9:00,0.82303,0.82344,$3.10 ,"$10,339.10 ",4.1,Neutral
320,12/5/2012 3:00,Sell,12/5/2012 3:00,0.82555,0.82513,$3.20 ,"$10,342.30 ",4.2,Neutral
321,12/5/2012 18:00,Sell,12/5/2012 18:00,0.82916,0.82881,$2.50 ,"$10,344.80 ",3.5,Neutral
322,12/5/2012 23:00,Buy,12/5/2012 23:00,0.82875,0.82889,$0.40 ,"$10,345.20 ",1.4,Neutral
323,12/6/2012 13:00,Buy,12/6/2012 15:00,0.83122,0.83171,$3.90 ,"$10,349.10 ",4.9,Neutral
324,12/7/2012 8:00,Sell,12/7/2012 8:00,0.83222,0.83209,$0.30 ,"$10,349.40 ",1.3,Neutral
325,12/10/2012 4:00,Sell,12/10/2012 4:00,0.83288,0.83234,$4.40 ,"$10,353.80 ",5.4,Winning
326,12/10/2012 5:00,Buy,12/10/2012 5:00,0.83234,0.83302,$5.80 ,"$10,359.60 ",6.8,Winning
327,12/10/2012 15:00,Buy,12/10/2012 15:00,0.8337,0.83401,$2.10 ,"$10,361.70 ",3.1,Neutral
328,12/13/2012 11:00,Buy,12/13/2012 13:00,0.84407,0.8426,($15.70),"$10,346.00 ",-14.7,Losing
329,12/13/2012 22:00,Sell,12/13/2012 22:00,0.84359,0.84355,($0.60),"$10,345.40 ",0.4,Neutral
330,12/14/2012 11:00,Sell,12/14/2012 11:00,0.84325,0.84444,($12.90),"$10,332.50 ",-11.9,Losing
331,12/19/2012 6:00,Buy,12/19/2012 7:00,0.83714,0.83761,$3.70 ,"$10,336.20 ",4.7,Neutral
332,12/19/2012 21:00,Sell,12/19/2012 21:00,0.83416,0.8347,($6.40),"$10,329.80 ",-5.4,Losing
333,12/20/2012 3:00,Sell,12/20/2012 3:00,0.83622,0.83574,$3.80 ,"$10,333.60 ",4.8,Neutral
334,12/20/2012 11:00,Sell,12/20/2012 11:00,0.83293,0.83307,($2.40),"$10,331.20 ",-1.4,Neutral
335,12/21/2012 1:00,Buy,12/21/2012 3:00,0.83022,0.8283,($20.20),"$10,311.00 ",-19.2,Losing
336,12/21/2012 5:00,Buy,12/21/2012 7:00,0.8246,0.82412,($5.80),"$10,305.20 ",-4.8,Neutral
337,12/26/2012 0:00,Buy,12/26/2012 0:00,0.82124,0.82146,$1.20 ,"$10,306.40 ",2.2,Neutral
338,12/26/2012 5:00,Buy,12/26/2012 5:00,0.82107,0.82085,($3.20),"$10,303.20 ",-2.2,Neutral
339,12/26/2012 8:00,Buy,12/26/2012 9:00,0.81861,0.81852,($1.90),"$10,301.30 ",-0.9,Neutral
340,12/26/2012 10:00,Sell,12/26/2012 10:00,0.81852,0.81771,$7.10 ,"$10,308.40 ",8.1,Winning
341,12/26/2012 12:00,Buy,12/26/2012 12:00,0.81574,0.81624,$4.00 ,"$10,312.40 ",5,Neutral
342,12/26/2012 16:00,Sell,12/26/2012 16:00,0.81904,0.81943,($4.90),"$10,307.50 ",-3.9,Neutral
343,12/30/2012 20:00,Sell,12/30/2012 20:00,0.82361,0.82419,($6.80),"$10,300.70 ",-5.8,Losing
344,12/30/2012 22:00,Sell,12/30/2012 22:00,0.82421,0.82433,($2.20),"$10,298.50 ",-1.2,Neutral
345,1/2/2013 6:00,Buy,1/2/2013 6:00,0.83527,0.83563,$2.60 ,"$10,301.10 ",3.6,Neutral
346,1/2/2013 12:00,Buy,1/2/2013 13:00,0.83296,0.83009,($29.70),"$10,271.40 ",-28.7,Losing
347,1/2/2013 15:00,Buy,1/2/2013 15:00,0.83034,0.8329,$24.60 ,"$10,296.00 ",25.6,Winning
348,1/3/2013 22:00,Buy,1/3/2013 22:00,0.82329,0.82343,$0.40 ,"$10,296.40 ",1.4,Neutral
349,1/4/2013 10:00,Sell,1/4/2013 11:00,0.82823,0.82829,($1.60),"$10,294.80 ",-0.6,Neutral
350,1/6/2013 20:00,Buy,1/6/2013 20:00,0.83025,0.82998,($3.70),"$10,291.10 ",-2.7,Neutral
351,1/7/2013 21:00,Buy,1/7/2013 21:00,0.83641,0.83643,($0.80),"$10,290.30 ",0.2,Neutral
352,1/8/2013 2:00,Buy,1/8/2013 2:00,0.83502,0.83536,$2.40 ,"$10,292.70 ",3.4,Neutral
353,1/9/2013 5:00,Buy,1/9/2013 7:00,0.83699,0.83749,$4.00 ,"$10,296.70 ",5,Neutral
354,1/9/2013 15:00,Buy,1/9/2013 15:00,0.83847,0.83903,$4.60 ,"$10,301.30 ",5.6,Winning
355,1/10/2013 5:00,Sell,1/10/2013 6:00,0.84228,0.84367,($14.90),"$10,286.40 ",-13.9,Losing
356,1/10/2013 11:00,Buy,1/10/2013 11:00,0.84225,0.84233,($0.20),"$10,286.20 ",0.8,Neutral
357,1/10/2013 19:00,Buy,1/10/2013 19:00,0.84375,0.84367,($1.80),"$10,284.40 ",-0.8,Neutral
358,1/10/2013 21:00,Buy,1/10/2013 21:00,0.84248,0.84245,($1.30),"$10,283.10 ",-0.3,Neutral
359,1/11/2013 0:00,Sell,1/11/2013 0:00,0.84266,0.84241,$1.50 ,"$10,284.60 ",2.5,Neutral
360,1/11/2013 2:00,Buy,1/11/2013 2:00,0.84065,0.8414,$6.50 ,"$10,291.10 ",7.5,Winning
361,1/11/2013 5:00,Sell,1/11/2013 5:00,0.84113,0.83991,$11.20 ,"$10,302.30 ",12.2,Winning
362,1/11/2013 10:00,Buy,1/11/2013 10:00,0.83787,0.83879,$8.20 ,"$10,310.50 ",9.2,Winning
363,1/11/2013 15:00,Buy,1/11/2013 15:00,0.8364,0.83633,($1.70),"$10,308.80 ",-0.7,Neutral
364,1/13/2013 18:00,Buy,1/13/2013 18:00,0.8364,0.83661,$1.10 ,"$10,309.90 ",2.1,Neutral
365,1/14/2013 0:00,Sell,1/14/2013 0:00,0.84042,0.84023,$0.90 ,"$10,310.80 ",1.9,Neutral
366,1/20/2013 20:00,Buy,1/20/2013 20:00,0.83374,0.8353,$14.60 ,"$10,325.40 ",15.6,Winning
367,1/22/2013 1:00,Sell,1/22/2013 2:00,0.84111,0.84159,($5.80),"$10,319.60 ",-4.8,Neutral
368,1/22/2013 20:00,Sell,1/22/2013 20:00,0.84199,0.84087,$10.20 ,"$10,329.80 ",11.2,Winning
369,1/24/2013 22:00,Sell,1/24/2013 22:00,0.83666,0.83574,$8.20 ,"$10,338.00 ",9.2,Winning
370,1/24/2013 23:00,Buy,1/24/2013 23:00,0.83574,0.83591,$0.70 ,"$10,338.70 ",1.7,Neutral
371,1/28/2013 14:00,Sell,1/28/2013 15:00,0.83159,0.83293,($14.40),"$10,324.30 ",-13.4,Losing
372,1/29/2013 6:00,Buy,1/29/2013 6:00,0.83539,0.83585,$3.60 ,"$10,327.90 ",4.6,Neutral
373,1/29/2013 20:00,Buy,1/29/2013 20:00,0.83761,0.83768,($0.30),"$10,327.60 ",0.7,Neutral
374,1/29/2013 23:00,Buy,1/29/2013 23:00,0.83708,0.83696,($2.20),"$10,325.40 ",-1.2,Neutral
375,1/30/2013 4:00,Buy,1/30/2013 4:00,0.83493,0.83465,($3.80),"$10,321.60 ",-2.8,Neutral
376,1/30/2013 7:00,Buy,1/30/2013 7:00,0.8325,0.83229,($3.10),"$10,318.50 ",-2.1,Neutral
377,1/30/2013 10:00,Buy,1/30/2013 10:00,0.83069,0.83148,$6.90 ,"$10,325.40 ",7.9,Winning
378,1/31/2013 16:00,Buy,1/31/2013 17:00,0.83911,0.83935,$1.40 ,"$10,326.80 ",2.4,Neutral
379,2/1/2013 3:00,Sell,2/1/2013 4:00,0.84295,0.84014,$27.10 ,"$10,353.90 ",28.1,Winning
380,2/3/2013 20:00,Buy,2/3/2013 20:00,0.84475,0.84617,$13.20 ,"$10,367.10 ",14.2,Winning
381,2/5/2013 2:00,Sell,2/5/2013 2:00,0.84153,0.84281,($13.80),"$10,353.30 ",-12.8,Losing
382,2/6/2013 11:00,Sell,2/6/2013 11:00,0.84258,0.84263,($1.50),"$10,351.80 ",-0.5,Neutral
383,2/6/2013 17:00,Buy,2/6/2013 18:00,0.83878,0.83809,($7.90),"$10,343.90 ",-6.9,Losing
384,2/6/2013 21:00,Buy,2/6/2013 23:00,0.83668,0.83625,($5.30),"$10,338.60 ",-4.3,Neutral
385,2/7/2013 0:00,Sell,2/7/2013 0:00,0.83625,0.8371,($9.50),"$10,329.10 ",-8.5,Losing
386,2/7/2013 11:00,Buy,2/7/2013 12:00,0.83234,0.83135,($10.90),"$10,318.20 ",-9.9,Losing
387,2/11/2013 6:00,Sell,2/11/2013 6:00,0.83183,0.83213,($4.00),"$10,314.20 ",-3,Neutral
388,2/14/2013 12:00,Buy,2/14/2013 12:00,0.84696,0.84688,($1.80),"$10,312.40 ",-0.8,Neutral
389,2/15/2013 15:00,Buy,2/15/2013 15:00,0.84397,0.84453,$4.60 ,"$10,317.00 ",5.6,Winning
390,2/17/2013 14:00,Sell,2/17/2013 14:00,0.84395,0.84374,$1.10 ,"$10,318.10 ",2.1,Neutral
391,2/20/2013 2:00,Buy,2/20/2013 2:00,0.83952,0.84043,$8.10 ,"$10,326.20 ",9.1,Winning
392,2/25/2013 20:00,Sell,2/25/2013 20:00,0.83361,0.83408,($5.70),"$10,320.50 ",-4.7,Neutral
393,2/26/2013 6:00,Buy,2/26/2013 6:00,0.83075,0.82885,($20.00),"$10,300.50 ",-19,Losing
394,2/26/2013 8:00,Buy,2/26/2013 8:00,0.82795,0.82876,$7.10 ,"$10,307.60 ",8.1,Winning
395,2/26/2013 11:00,Sell,2/26/2013 11:00,0.8249,0.82454,$2.60 ,"$10,310.20 ",3.6,Neutral
396,2/28/2013 9:00,Buy,2/28/2013 9:00,0.82966,0.82975,($0.10),"$10,310.10 ",0.9,Neutral
397,3/4/2013 1:00,Buy,3/4/2013 2:00,0.81969,0.82029,$5.00 ,"$10,315.10 ",6,Winning
398,3/5/2013 6:00,Buy,3/5/2013 6:00,0.82605,0.8264,$2.50 ,"$10,317.60 ",3.5,Neutral
399,3/6/2013 2:00,Buy,3/6/2013 4:00,0.83246,0.831,($15.60),"$10,302.00 ",-14.6,Losing
400,3/6/2013 6:00,Sell,3/6/2013 6:00,0.83155,0.83174,($2.90),"$10,299.10 ",-1.9,Neutral
401,3/6/2013 11:00,Buy,3/6/2013 14:00,0.83139,0.82936,($21.30),"$10,277.80 ",-20.3,Losing
402,3/6/2013 15:00,Sell,3/6/2013 16:00,0.82936,0.8282,$10.60 ,"$10,288.40 ",11.6,Winning
403,3/6/2013 23:00,Sell,3/6/2013 23:00,0.82783,0.82747,$2.60 ,"$10,291.00 ",3.6,Neutral
404,3/10/2013 22:00,Sell,3/10/2013 22:00,0.82212,0.82203,($0.10),"$10,290.90 ",0.9,Neutral
405,3/11/2013 20:00,Buy,3/11/2013 20:00,0.8254,0.82519,($3.10),"$10,287.80 ",-2.1,Neutral
406,3/12/2013 0:00,Buy,3/12/2013 0:00,0.82428,0.82495,$5.70 ,"$10,293.50 ",6.7,Winning
407,3/12/2013 5:00,Sell,3/12/2013 5:00,0.82385,0.82377,($0.20),"$10,293.30 ",0.8,Neutral
408,3/12/2013 10:00,Sell,3/12/2013 10:00,0.82614,0.82531,$7.30 ,"$10,300.60 ",8.3,Winning
409,3/17/2013 15:00,Buy,3/17/2013 15:00,0.82191,0.82148,($5.30),"$10,295.30 ",-4.3,Neutral
410,3/17/2013 20:00,Sell,3/17/2013 20:00,0.82237,0.82266,($3.90),"$10,291.40 ",-2.9,Neutral
411,3/21/2013 3:00,Buy,3/21/2013 3:00,0.82562,0.82641,$6.90 ,"$10,298.30 ",7.9,Winning
412,3/22/2013 10:00,Sell,3/22/2013 10:00,0.83147,0.83303,($16.60),"$10,281.70 ",-15.6,Losing
413,3/25/2013 4:00,Sell,3/25/2013 4:00,0.83453,0.8348,($3.70),"$10,278.00 ",-2.7,Neutral
414,3/26/2013 19:00,Sell,3/26/2013 19:00,0.83941,0.83861,$7.00 ,"$10,285.00 ",8,Winning
415,4/2/2013 6:00,Sell,4/2/2013 6:00,0.84153,0.84276,($13.30),"$10,271.70 ",-12.3,Losing
416,4/2/2013 13:00,Buy,4/2/2013 15:00,0.84159,0.8418,$1.10 ,"$10,272.80 ",2.1,Neutral
417,4/2/2013 21:00,Buy,4/2/2013 22:00,0.84053,0.84019,($4.40),"$10,268.40 ",-3.4,Neutral
418,4/3/2013 0:00,Sell,4/3/2013 0:00,0.84029,0.84052,($3.30),"$10,265.10 ",-2.3,Neutral
419,4/3/2013 2:00,Sell,4/3/2013 4:00,0.84096,0.84229,($14.30),"$10,250.80 ",-13.3,Losing
420,4/3/2013 9:00,Sell,4/3/2013 9:00,0.84417,0.84449,($4.20),"$10,246.60 ",-3.2,Neutral
421,4/3/2013 14:00,Buy,4/3/2013 15:00,0.842,0.84173,($3.70),"$10,242.90 ",-2.7,Neutral
422,4/3/2013 21:00,Sell,4/3/2013 21:00,0.84167,0.84167,($1.00),"$10,241.90 ",0,Neutral
423,4/8/2013 10:00,Sell,4/8/2013 10:00,0.8472,0.84524,$18.60 ,"$10,260.50 ",19.6,Winning
424,4/16/2013 5:00,Buy,4/16/2013 5:00,0.84489,0.84688,$18.90 ,"$10,279.40 ",19.9,Winning
425,4/18/2013 18:00,Sell,4/18/2013 18:00,0.84102,0.84146,($5.40),"$10,274.00 ",-4.4,Neutral
426,4/19/2013 4:00,Sell,4/19/2013 4:00,0.84671,0.84759,($9.80),"$10,264.20 ",-8.8,Losing
427,4/23/2013 3:00,Sell,4/23/2013 3:00,0.83707,0.83698,($0.10),"$10,264.10 ",0.9,Neutral
428,4/24/2013 23:00,Sell,4/24/2013 23:00,0.85305,0.85353,($5.80),"$10,258.30 ",-4.8,Neutral
429,4/25/2013 4:00,Buy,4/25/2013 4:00,0.85206,0.85428,$21.20 ,"$10,279.50 ",22.2,Winning
430,4/29/2013 15:00,Sell,4/29/2013 15:00,0.85721,0.85661,$5.00 ,"$10,284.50 ",6,Winning
431,4/29/2013 19:00,Buy,4/29/2013 20:00,0.85451,0.85529,$6.80 ,"$10,291.30 ",7.8,Winning
432,5/1/2013 12:00,Buy,5/1/2013 14:00,0.84911,0.85117,$19.60 ,"$10,310.90 ",20.6,Winning
433,5/1/2013 22:00,Buy,5/1/2013 22:00,0.84822,0.8493,$9.80 ,"$10,320.70 ",10.8,Winning
434,5/2/2013 9:00,Buy,5/2/2013 9:00,0.84657,0.84751,$8.40 ,"$10,329.10 ",9.4,Winning
435,5/7/2013 8:00,Buy,5/7/2013 9:00,0.84542,0.84465,($8.70),"$10,320.40 ",-7.7,Losing
436,5/9/2013 5:00,Buy,5/9/2013 5:00,0.84434,0.84537,$9.30 ,"$10,329.70 ",10.3,Winning
437,5/10/2013 5:00,Buy,5/10/2013 5:00,0.83297,0.83458,$15.10 ,"$10,344.80 ",16.1,Winning
438,5/13/2013 12:00,Buy,5/13/2013 12:00,0.82433,0.82395,($4.80),"$10,340.00 ",-3.8,Neutral
439,5/14/2013 10:00,Sell,5/14/2013 11:00,0.82352,0.82122,$22.00 ,"$10,362.00 ",23,Winning
440,5/15/2013 3:00,Buy,5/15/2013 3:00,0.81906,0.81947,$3.10 ,"$10,365.10 ",4.1,Neutral
441,5/16/2013 8:00,Sell,5/16/2013 8:00,0.81579,0.81865,($29.60),"$10,335.50 ",-28.6,Losing
442,5/17/2013 10:00,Buy,5/17/2013 10:00,0.80706,0.80704,($1.20),"$10,334.30 ",-0.2,Neutral
443,5/20/2013 8:00,Sell,5/20/2013 8:00,0.81576,0.81493,$7.30 ,"$10,341.60 ",8.3,Winning
